1296	1305.015625	1314.0625	1323.140625	1332.25	1341.390625	1350.5625	1359.765625
1369	1378.265625	1387.5625	1396.890625	1406.25	1415.640625	1425.0625	1434.515625
1444	1453.515625	1463.0625	1472.640625	1482.25	1491.890625	1501.5625	1511.265625
1521	1530.765625	1540.5625	1550.390625	1560.25	1570.140625	1580.0625	1590.015625
1600	1610.015625	1620.0625	1630.140625	1640.25	1650.390625	1660.5625	1670.765625
1681	1691.265625	1701.5625	1711.890625	1722.25	1732.640625	1743.0625	1753.515625
1764	1774.515625	1785.0625	1795.640625	1806.25	1816.890625	1827.5625	1838.265625
1849	1859.765625	1870.5625	1881.390625	1892.25	1903.140625	1914.0625	1925.015625
1936	1947.015625	1958.0625	1969.140625	1980.25	1991.390625	2002.5625	2013.765625
2025	2036.265625	2047.5625	2058.890625	2070.25	2081.640625	2093.0625	2104.515625
2116	2127.515625	2139.0625	2150.640625	2162.25	2173.890625	2185.5625	2197.265625
2209	2220.765625	2232.5625	2244.390625	2256.25	2268.140625	2280.0625	2292.015625
2304	2316.015625	2328.0625	2340.140625	2352.25	2364.390625	2376.5625	2388.765625
2401	2413.265625	2425.5625	2437.890625	2450.25	2462.640625	2475.0625	2487.515625
2500	2512.515625	2525.0625	2537.640625	2550.25	2562.890625	2575.5625	2588.265625
2601	2613.765625	2626.5625	2639.390625	2652.25	2665.140625	2678.0625	2691.015625
2704	2717.015625	2730.0625	2743.140625	2756.25	2769.390625	2782.5625	2795.765625
2809	2822.265625	2835.5625	2848.890625	2862.25	2875.640625	2889.0625	2902.515625
2916	2929.515625	2943.0625	2956.640625	2970.25	2983.890625	2997.5625	3011.265625
3025	3038.765625	3052.5625	3066.390625	3080.25	3094.140625	3108.0625	3122.015625
3136	3150.015625	3164.0625	3178.140625	3192.25	3206.390625	3220.5625	3234.765625
3249	3263.265625	3277.5625	3291.890625	3306.25	3320.640625	3335.0625	3349.515625
3364	3378.515625	3393.0625	3407.640625	3422.25	3436.890625	3451.5625	3466.265625
3481	3495.765625	3510.5625	3525.390625	3540.25	3555.140625	3570.0625	3585.015625
3600	3615.015625	3630.0625	3645.140625	3660.25	3675.390625	3690.5625	3705.765625
3721	3736.265625	3751.5625	3766.890625	3782.25	3797.640625	3813.0625	3828.515625
3844	3859.515625	3875.0625	3890.640625	3906.25	3921.890625	3937.5625	3953.265625
3969	3984.765625	4000.5625	4016.390625	4032.25	4048.140625	4064.0625	4080.015625
4096	4112.015625	4128.0625	4144.140625	4160.25	4176.390625	4192.5625	4208.765625
4225	4241.265625	4257.5625	4273.890625	4290.25	4306.640625	4323.0625	4339.515625
4356	4372.515625	4389.0625	4405.640625	4422.25	4438.890625	4455.5625	4472.265625
4489	4505.765625	4522.5625	4539.390625	4556.25	4573.140625	4590.0625	4607.015625
4624	4641.015625	4658.0625	4675.140625	4692.25	4709.390625	4726.5625	4743.765625
4761	4778.265625	4795.5625	4812.890625	4830.25	4847.640625	4865.0625	4882.515625
4900	4917.515625	4935.0625	4952.640625	4970.25	4987.890625	5005.5625	5023.265625
5041	5058.765625	5076.5625	5094.390625	5112.25	5130.140625	5148.0625	5166.015625
5184	5202.015625	5220.0625	5238.140625	5256.25	5274.390625	5292.5625	5310.765625
5329	5347.265625	5365.5625	5383.890625	5402.25	5420.640625	5439.0625	5457.515625
5476	5494.515625	5513.0625	5531.640625	5550.25	5568.890625	5587.5625	5606.265625
5625	5643.765625	5662.5625	5681.390625	5700.25	5719.140625	5738.0625	5757.015625
5776	5795.015625	5814.0625	5833.140625	5852.25	5871.390625	5890.5625	5909.765625
5929	5948.265625	5967.5625	5986.890625	6006.25	6025.640625	6045.0625	6064.515625
6084	6103.515625	6123.0625	6142.640625	6162.25	6181.890625	6201.5625	6221.265625
6241	6260.765625	6280.5625	6300.390625	6320.25	6340.140625	6360.0625	6380.015625
6400	6420.015625	6440.0625	6460.140625	6480.25	6500.390625	6520.5625	6540.765625
6561	6581.265625	6601.5625	6621.890625	6642.25	6662.640625	6683.0625	6703.515625
6724	6744.515625	6765.0625	6785.640625	6806.25	6826.890625	6847.5625	6868.265625
6889	6909.765625	6930.5625	6951.390625	6972.25	6993.140625	7014.0625	7035.015625
7056	7077.015625	7098.0625	7119.140625	7140.25	7161.390625	7182.5625	7203.765625
7225	7246.265625	7267.5625	7288.890625	7310.25	7331.640625	7353.0625	7374.515625
7396	7417.515625	7439.0625	7460.640625	7482.25	7503.890625	7525.5625	7547.265625
7569	7590.765625	7612.5625	7634.390625	7656.25	7678.140625	7700.0625	7722.015625
7744	7766.015625	7788.0625	7810.140625	7832.25	7854.390625	7876.5625	7898.765625
7921	7943.265625	7965.5625	7987.890625	8010.25	8032.640625	8055.0625	8077.515625
8100	8122.515625	8145.0625	8167.640625	8190.25	8212.890625	8235.5625	8258.265625
8281	8303.765625	8326.5625	8349.390625	8372.25	8395.140625	8418.0625	8441.015625
8464	8487.015625	8510.0625	8533.140625	8556.25	8579.390625	8602.5625	8625.765625
8649	8672.265625	8695.5625	8718.890625	8742.25	8765.640625	8789.0625	8812.515625
8836	8859.515625	8883.0625	8906.640625	8930.25	8953.890625	8977.5625	9001.265625
9025	9048.765625	9072.5625	9096.390625	9120.25	9144.140625	9168.0625	9192.015625
9216	9240.015625	9264.0625	9288.140625	9312.25	9336.390625	9360.5625	9384.765625
9409	9433.265625	9457.5625	9481.890625	9506.25	9530.640625	9555.0625	9579.515625
9604	9628.515625	9653.0625	9677.640625	9702.25	9726.890625	9751.5625	9776.265625
9801	9825.765625	9850.5625	9875.390625	9900.25	9925.140625	9950.0625	9975.015625
10000	10025.01563	10050.0625	10075.14063	10100.25	10125.39063	10150.5625	10175.76563
10201	10226.26563	10251.5625	10276.89063	10302.25	10327.64063	10353.0625	10378.51563
10404	10429.51563	10455.0625	10480.64063	10506.25	10531.89063	10557.5625	10583.26563
10609	10634.76563	10660.5625	10686.39063	10712.25	10738.14063	10764.0625	10790.01563
10816	10842.01563	10868.0625	10894.14063	10920.25	10946.39063	10972.5625	10998.76563
11025	11051.26563	11077.5625	11103.89063	11130.25	11156.64063	11183.0625	11209.51563
11236	11262.51563	11289.0625	11315.64063	11342.25	11368.89063	11395.5625	11422.26563
11449	11475.76563	11502.5625	11529.39063	11556.25	11583.14063	11610.0625	11637.01563
11664	11691.01563	11718.0625	11745.14063	11772.25	11799.39063	11826.5625	11853.76563
11881	11908.26563	11935.5625	11962.89063	11990.25	12017.64063	12045.0625	12072.51563
12100	12127.51563	12155.0625	12182.64063	12210.25	12237.89063	12265.5625	12293.26563
12321	12348.76563	12376.5625	12404.39063	12432.25	12460.14063	12488.0625	12516.01563
12544	12572.01563	12600.0625	12628.14063	12656.25	12684.39063	12712.5625	12740.76563
12769	12797.26563	12825.5625	12853.89063	12882.25	12910.64063	12939.0625	12967.51563
12996	13024.51563	13053.0625	13081.64063	13110.25	13138.89063	13167.5625	13196.26563
13225	13253.76563	13282.5625	13311.39063	13340.25	13369.14063	13398.0625	13427.01563
13456	13485.01563	13514.0625	13543.14063	13572.25	13601.39063	13630.5625	13659.76563
13689	13718.26563	13747.5625	13776.89063	13806.25	13835.64063	13865.0625	13894.51563
13924	13953.51563	13983.0625	14012.64063	14042.25	14071.89063	14101.5625	14131.26563
14161	14190.76563	14220.5625	14250.39063	14280.25	14310.14063	14340.0625	14370.01563
14400	14430.01563	14460.0625	14490.14063	14520.25	14550.39063	14580.5625	14610.76563
14641	14671.26563	14701.5625	14731.89063	14762.25	14792.64063	14823.0625	14853.51563
14884	14914.51563	14945.0625	14975.64063	15006.25	15036.89063	15067.5625	15098.26563
15129	15159.76563	15190.5625	15221.39063	15252.25	15283.14063	15314.0625	15345.01563
15376	15407.01563	15438.0625	15469.14063	15500.25	15531.39063	15562.5625	15593.76563
15625	15656.26563	15687.5625	15718.89063	15750.25	15781.64063	15813.0625	15844.51563
15876	15907.51563	15939.0625	15970.64063	16002.25	16033.89063	16065.5625	16097.26563
16129	16160.76563	16192.5625	16224.39063	16256.25	16288.14063	16320.0625	16352.01563
16384	16416.01563	16448.0625	16480.14063	16512.25	16544.39063	16576.5625	16608.76563
16641	16673.26563	16705.5625	16737.89063	16770.25	16802.64063	16835.0625	16867.51563
16900	16932.51563	16965.0625	16997.64063	17030.25	17062.89063	17095.5625	17128.26563
17161	17193.76563	17226.5625	17259.39063	17292.25	17325.14063	17358.0625	17391.01563
17424	17457.01563	17490.0625	17523.14063	17556.25	17589.39063	17622.5625	17655.76563
17689	17722.26563	17755.5625	17788.89063	17822.25	17855.64063	17889.0625	17922.51563
17956	17989.51563	18023.0625	18056.64063	18090.25	18123.89063	18157.5625	18191.26563
18225	18258.76563	18292.5625	18326.39063	18360.25	18394.14063	18428.0625	18462.01563
18496	18530.01563	18564.0625	18598.14063	18632.25	18666.39063	18700.5625	18734.76563
18769	18803.26563	18837.5625	18871.89063	18906.25	18940.64063	18975.0625	19009.51563
19044	19078.51563	19113.0625	19147.64063	19182.25	19216.89063	19251.5625	19286.26563
19321	19355.76563	19390.5625	19425.39063	19460.25	19495.14063	19530.0625	19565.01563
19600	19635.01563	19670.0625	19705.14063	19740.25	19775.39063	19810.5625	19845.76563
19881	19916.26563	19951.5625	19986.89063	20022.25	20057.64063	20093.0625	20128.51563
20164	20199.51563	20235.0625	20270.64063	20306.25	20341.89063	20377.5625	20413.26563
20449	20484.76563	20520.5625	20556.39063	20592.25	20628.14063	20664.0625	20700.01563
20736	20772.01563	20808.0625	20844.14063	20880.25	20916.39063	20952.5625	20988.76563
21025	21061.26563	21097.5625	21133.89063	21170.25	21206.64063	21243.0625	21279.51563
21316	21352.51563	21389.0625	21425.64063	21462.25	21498.89063	21535.5625	21572.26563
21609	21645.76563	21682.5625	21719.39063	21756.25	21793.14063	21830.0625	21867.01563
21904	21941.01563	21978.0625	22015.14063	22052.25	22089.39063	22126.5625	22163.76563
22201	22238.26563	22275.5625	22312.89063	22350.25	22387.64063	22425.0625	22462.51563
22500	22537.51563	22575.0625	22612.64063	22650.25	22687.89063	22725.5625	22763.26563
22801	22838.76563	22876.5625	22914.39063	22952.25	22990.14063	23028.0625	23066.01563
23104	23142.01563	23180.0625	23218.14063	23256.25	23294.39063	23332.5625	23370.76563
23409	23447.26563	23485.5625	23523.89063	23562.25	23600.64063	23639.0625	23677.51563
23716	23754.51563	23793.0625	23831.64063	23870.25	23908.89063	23947.5625	23986.26563
24025	24063.76563	24102.5625	24141.39063	24180.25	24219.14063	24258.0625	24297.01563
24336	24375.01563	24414.0625	24453.14063	24492.25	24531.39063	24570.5625	24609.76563
24649	24688.26563	24727.5625	24766.89063	24806.25	24845.64063	24885.0625	24924.51563
24964	25003.51563	25043.0625	25082.64063	25122.25	25161.89063	25201.5625	25241.26563
25281	25320.76563	25360.5625	25400.39063	25440.25	25480.14063	25520.0625	25560.01563
25600	25640.01563	25680.0625	25720.14063	25760.25	25800.39063	25840.5625	25880.76563
25921	25961.26563	26001.5625	26041.89063	26082.25	26122.64063	26163.0625	26203.51563
26244	26284.51563	26325.0625	26365.64063	26406.25	26446.89063	26487.5625	26528.26563
26569	26609.76563	26650.5625	26691.39063	26732.25	26773.14063	26814.0625	26855.01563
26896	26937.01563	26978.0625	27019.14063	27060.25	27101.39063	27142.5625	27183.76563
27225	27266.26563	27307.5625	27348.89063	27390.25	27431.64063	27473.0625	27514.51563
27556	27597.51563	27639.0625	27680.64063	27722.25	27763.89063	27805.5625	27847.26563
27889	27930.76563	27972.5625	28014.39063	28056.25	28098.14063	28140.0625	28182.01563
28224	28266.01563	28308.0625	28350.14063	28392.25	28434.39063	28476.5625	28518.76563
28561	28603.26563	28645.5625	28687.89063	28730.25	28772.64063	28815.0625	28857.51563
28900	28942.51563	28985.0625	29027.64063	29070.25	29112.89063	29155.5625	29198.26563
29241	29283.76563	29326.5625	29369.39063	29412.25	29455.14063	29498.0625	29541.01563
29584	29627.01563	29670.0625	29713.14063	29756.25	29799.39063	29842.5625	29885.76563
29929	29972.26563	30015.5625	30058.89063	30102.25	30145.64063	30189.0625	30232.51563
30276	30319.51563	30363.0625	30406.64063	30450.25	30493.89063	30537.5625	30581.26563
30625	30668.76563	30712.5625	30756.39063	30800.25	30844.14063	30888.0625	30932.01563
30976	31020.01563	31064.0625	31108.14063	31152.25	31196.39063	31240.5625	31284.76563
31329	31373.26563	31417.5625	31461.89063	31506.25	31550.64063	31595.0625	31639.51563
31684	31728.51563	31773.0625	31817.64063	31862.25	31906.89063	31951.5625	31996.26563
32041	32085.76563	32130.5625	32175.39063	32220.25	32265.14063	32310.0625	32355.01563
32400	32445.01563	32490.0625	32535.14063	32580.25	32625.39063	32670.5625	32715.76563
32761	32806.26563	32851.5625	32896.89063	32942.25	32987.64063	33033.0625	33078.51563
33124	33169.51563	33215.0625	33260.64063	33306.25	33351.89063	33397.5625	33443.26563
33489	33534.76563	33580.5625	33626.39063	33672.25	33718.14063	33764.0625	33810.01563
33856	33902.01563	33948.0625	33994.14063	34040.25	34086.39063	34132.5625	34178.76563
34225	34271.26563	34317.5625	34363.89063	34410.25	34456.64063	34503.0625	34549.51563
34596	34642.51563	34689.0625	34735.64063	34782.25	34828.89063	34875.5625	34922.26563
34969	35015.76563	35062.5625	35109.39063	35156.25	35203.14063	35250.0625	35297.01563
35344	35391.01563	35438.0625	35485.14063	35532.25	35579.39063	35626.5625	35673.76563
35721	35768.26563	35815.5625	35862.89063	35910.25	35957.64063	36005.0625	36052.51563
36100	36147.51563	36195.0625	36242.64063	36290.25	36337.89063	36385.5625	36433.26563
36481	36528.76563	36576.5625	36624.39063	36672.25	36720.14063	36768.0625	36816.01563
36864	36912.01563	36960.0625	37008.14063	37056.25	37104.39063	37152.5625	37200.76563
37249	37297.26563	37345.5625	37393.89063	37442.25	37490.64063	37539.0625	37587.51563
37636	37684.51563	37733.0625	37781.64063	37830.25	37878.89063	37927.5625	37976.26563
38025	38073.76563	38122.5625	38171.39063	38220.25	38269.14063	38318.0625	38367.01563
38416	38465.01563	38514.0625	38563.14063	38612.25	38661.39063	38710.5625	38759.76563
38809	38858.26563	38907.5625	38956.89063	39006.25	39055.64063	39105.0625	39154.51563
39204	39253.51563	39303.0625	39352.64063	39402.25	39451.89063	39501.5625	39551.26563
39601	39650.76563	39700.5625	39750.39063	39800.25	39850.14063	39900.0625	39950.01563
40000	40050.01563	40100.0625	40150.14063	40200.25	40250.39063	40300.5625	40350.76563
40401	40451.26563	40501.5625	40551.89063	40602.25	40652.64063	40703.0625	40753.51563
40804	40854.51563	40905.0625	40955.64063	41006.25	41056.89063	41107.5625	41158.26563
41209	41259.76563	41310.5625	41361.39063	41412.25	41463.14063	41514.0625	41565.01563
41616	41667.01563	41718.0625	41769.14063	41820.25	41871.39063	41922.5625	41973.76563
42025	42076.26563	42127.5625	42178.89063	42230.25	42281.64063	42333.0625	42384.51563
42436	42487.51563	42539.0625	42590.64063	42642.25	42693.89063	42745.5625	42797.26563
42849	42900.76563	42952.5625	43004.39063	43056.25	43108.14063	43160.0625	43212.01563
43264	43316.01563	43368.0625	43420.14063	43472.25	43524.39063	43576.5625	43628.76563
43681	43733.26563	43785.5625	43837.89063	43890.25	43942.64063	43995.0625	44047.51563
44100	44152.51563	44205.0625	44257.64063	44310.25	44362.89063	44415.5625	44468.26563
44521	44573.76563	44626.5625	44679.39063	44732.25	44785.14063	44838.0625	44891.01563
44944	44997.01563	45050.0625	45103.14063	45156.25	45209.39063	45262.5625	45315.76563
45369	45422.26563	45475.5625	45528.89063	45582.25	45635.64063	45689.0625	45742.51563
45796	45849.51563	45903.0625	45956.64063	46010.25	46063.89063	46117.5625	46171.26563
46225	46278.76563	46332.5625	46386.39063	46440.25	46494.14063	46548.0625	46602.01563
46656	46710.01563	46764.0625	46818.14063	46872.25	46926.39063	46980.5625	47034.76563
47089	47143.26563	47197.5625	47251.89063	47306.25	47360.64063	47415.0625	47469.51563
47524	47578.51563	47633.0625	47687.64063	47742.25	47796.89063	47851.5625	47906.26563
47961	48015.76563	48070.5625	48125.39063	48180.25	48235.14063	48290.0625	48345.01563
48400	48455.01563	48510.0625	48565.14063	48620.25	48675.39063	48730.5625	48785.76563
48841	48896.26563	48951.5625	49006.89063	49062.25	49117.64063	49173.0625	49228.51563
49284	49339.51563	49395.0625	49450.64063	49506.25	49561.89063	49617.5625	49673.26563
49729	49784.76563	49840.5625	49896.39063	49952.25	50008.14063	50064.0625	50120.01563
50176	50232.01563	50288.0625	50344.14063	50400.25	50456.39063	50512.5625	50568.76563
50625	50681.26563	50737.5625	50793.89063	50850.25	50906.64063	50963.0625	51019.51563
51076	51132.51563	51189.0625	51245.64063	51302.25	51358.89063	51415.5625	51472.26563
51529	51585.76563	51642.5625	51699.39063	51756.25	51813.14063	51870.0625	51927.01563
51984	52041.01563	52098.0625	52155.14063	52212.25	52269.39063	52326.5625	52383.76563
52441	52498.26563	52555.5625	52612.89063	52670.25	52727.64063	52785.0625	52842.51563
52900	52957.51563	53015.0625	53072.64063	53130.25	53187.89063	53245.5625	53303.26563
53361	53418.76563	53476.5625	53534.39063	53592.25	53650.14063	53708.0625	53766.01563
53824	53882.01563	53940.0625	53998.14063	54056.25	54114.39063	54172.5625	54230.76563
54289	54347.26563	54405.5625	54463.89063	54522.25	54580.64063	54639.0625	54697.51563
54756	54814.51563	54873.0625	54931.64063	54990.25	55048.89063	55107.5625	55166.26563
55225	55283.76563	55342.5625	55401.39063	55460.25	55519.14063	55578.0625	55637.01563
55696	55755.01563	55814.0625	55873.14063	55932.25	55991.39063	56050.5625	56109.76563
56169	56228.26563	56287.5625	56346.89063	56406.25	56465.64063	56525.0625	56584.51563
56644	56703.51563	56763.0625	56822.64063	56882.25	56941.89063	57001.5625	57061.26563
57121	57180.76563	57240.5625	57300.39063	57360.25	57420.14063	57480.0625	57540.01563
57600	57660.01563	57720.0625	57780.14063	57840.25	57900.39063	57960.5625	58020.76563
58081	58141.26563	58201.5625	58261.89063	58322.25	58382.64063	58443.0625	58503.51563
58564	58624.51563	58685.0625	58745.64063	58806.25	58866.89063	58927.5625	58988.26563
59049	59109.76563	59170.5625	59231.39063	59292.25	59353.14063	59414.0625	59475.01563
59536	59597.01563	59658.0625	59719.14063	59780.25	59841.39063	59902.5625	59963.76563
60025	60086.26563	60147.5625	60208.89063	60270.25	60331.64063	60393.0625	60454.51563
60516	60577.51563	60639.0625	60700.64063	60762.25	60823.89063	60885.5625	60947.26563
61009	61070.76563	61132.5625	61194.39063	61256.25	61318.14063	61380.0625	61442.01563
61504	61566.01563	61628.0625	61690.14063	61752.25	61814.39063	61876.5625	61938.76563
62001	62063.26563	62125.5625	62187.89063	62250.25	62312.64063	62375.0625	62437.51563
62500	62562.51563	62625.0625	62687.64063	62750.25	62812.89063	62875.5625	62938.26563
63001	63063.76563	63126.5625	63189.39063	63252.25	63315.14063	63378.0625	63441.01563
63504	63567.01563	63630.0625	63693.14063	63756.25	63819.39063	63882.5625	63945.76563
64009	64072.26563	64135.5625	64198.89063	64262.25	64325.64063	64389.0625	64452.51563
64516	64579.51563	64643.0625	64706.64063	64770.25	64833.89063	64897.5625	64961.26563
65025	65088.76563	65152.5625	65216.39063	65280.25	65344.14063	65408.0625	65472.01563
65536	65600.01563	65664.0625	65728.14063	65792.25	65856.39063	65920.5625	65984.76563
66049	66113.26563	66177.5625	66241.89063	66306.25	66370.64063	66435.0625	66499.51563
66564	66628.51563	66693.0625	66757.64063	66822.25	66886.89063	66951.5625	67016.26563
67081	67145.76563	67210.5625	67275.39063	67340.25	67405.14063	67470.0625	67535.01563
67600	67665.01563	67730.0625	67795.14063	67860.25	67925.39063	67990.5625	68055.76563
68121	68186.26563	68251.5625	68316.89063	68382.25	68447.64063	68513.0625	68578.51563
68644	68709.51563	68775.0625	68840.64063	68906.25	68971.89063	69037.5625	69103.26563
69169	69234.76563	69300.5625	69366.39063	69432.25	69498.14063	69564.0625	69630.01563
69696	69762.01563	69828.0625	69894.14063	69960.25	70026.39063	70092.5625	70158.76563
70225	70291.26563	70357.5625	70423.89063	70490.25	70556.64063	70623.0625	70689.51563
70756	70822.51563	70889.0625	70955.64063	71022.25	71088.89063	71155.5625	71222.26563
71289	71355.76563	71422.5625	71489.39063	71556.25	71623.14063	71690.0625	71757.01563
71824	71891.01563	71958.0625	72025.14063	72092.25	72159.39063	72226.5625	72293.76563
72361	72428.26563	72495.5625	72562.89063	72630.25	72697.64063	72765.0625	72832.51563
72900	72967.51563	73035.0625	73102.64063	73170.25	73237.89063	73305.5625	73373.26563
73441	73508.76563	73576.5625	73644.39063	73712.25	73780.14063	73848.0625	73916.01563
73984	74052.01563	74120.0625	74188.14063	74256.25	74324.39063	74392.5625	74460.76563
74529	74597.26563	74665.5625	74733.89063	74802.25	74870.64063	74939.0625	75007.51563
75076	75144.51563	75213.0625	75281.64063	75350.25	75418.89063	75487.5625	75556.26563
75625	75693.76563	75762.5625	75831.39063	75900.25	75969.14063	76038.0625	76107.01563
76176	76245.01563	76314.0625	76383.14063	76452.25	76521.39063	76590.5625	76659.76563
76729	76798.26563	76867.5625	76936.89063	77006.25	77075.64063	77145.0625	77214.51563
77284	77353.51563	77423.0625	77492.64063	77562.25	77631.89063	77701.5625	77771.26563
77841	77910.76563	77980.5625	78050.39063	78120.25	78190.14063	78260.0625	78330.01563
78400	78470.01563	78540.0625	78610.14063	78680.25	78750.39063	78820.5625	78890.76563
78961	79031.26563	79101.5625	79171.89063	79242.25	79312.64063	79383.0625	79453.51563
79524	79594.51563	79665.0625	79735.64063	79806.25	79876.89063	79947.5625	80018.26563
80089	80159.76563	80230.5625	80301.39063	80372.25	80443.14063	80514.0625	80585.01563
80656	80727.01563	80798.0625	80869.14063	80940.25	81011.39063	81082.5625	81153.76563
81225	81296.26563	81367.5625	81438.89063	81510.25	81581.64063	81653.0625	81724.51563
81796	81867.51563	81939.0625	82010.64063	82082.25	82153.89063	82225.5625	82297.26563
82369	82440.76563	82512.5625	82584.39063	82656.25	82728.14063	82800.0625	82872.01563
82944	83016.01563	83088.0625	83160.14063	83232.25	83304.39063	83376.5625	83448.76563
83521	83593.26563	83665.5625	83737.89063	83810.25	83882.64063	83955.0625	84027.51563
84100	84172.51563	84245.0625	84317.64063	84390.25	84462.89063	84535.5625	84608.26563
84681	84753.76563	84826.5625	84899.39063	84972.25	85045.14063	85118.0625	85191.01563
85264	85337.01563	85410.0625	85483.14063	85556.25	85629.39063	85702.5625	85775.76563
85849	85922.26563	85995.5625	86068.89063	86142.25	86215.64063	86289.0625	86362.51563
86436	86509.51563	86583.0625	86656.64063	86730.25	86803.89063	86877.5625	86951.26563
87025	87098.76563	87172.5625	87246.39063	87320.25	87394.14063	87468.0625	87542.01563
87616	87690.01563	87764.0625	87838.14063	87912.25	87986.39063	88060.5625	88134.76563
88209	88283.26563	88357.5625	88431.89063	88506.25	88580.64063	88655.0625	88729.51563
88804	88878.51563	88953.0625	89027.64063	89102.25	89176.89063	89251.5625	89326.26563
89401	89475.76563	89550.5625	89625.39063	89700.25	89775.14063	89850.0625	89925.01563
90000	90075.01563	90150.0625	90225.14063	90300.25	90375.39063	90450.5625	90525.76563
90601	90676.26563	90751.5625	90826.89063	90902.25	90977.64063	91053.0625	91128.51563
91204	91279.51563	91355.0625	91430.64063	91506.25	91581.89063	91657.5625	91733.26563
91809	91884.76563	91960.5625	92036.39063	92112.25	92188.14063	92264.0625	92340.01563
92416	92492.01563	92568.0625	92644.14063	92720.25	92796.39063	92872.5625	92948.76563
93025	93101.26563	93177.5625	93253.89063	93330.25	93406.64063	93483.0625	93559.51563
93636	93712.51563	93789.0625	93865.64063	93942.25	94018.89063	94095.5625	94172.26563
94249	94325.76563	94402.5625	94479.39063	94556.25	94633.14063	94710.0625	94787.01563
94864	94941.01563	95018.0625	95095.14063	95172.25	95249.39063	95326.5625	95403.76563
95481	95558.26563	95635.5625	95712.89063	95790.25	95867.64063	95945.0625	96022.51563
96100	96177.51563	96255.0625	96332.64063	96410.25	96487.89063	96565.5625	96643.26563
96721	96798.76563	96876.5625	96954.39063	97032.25	97110.14063	97188.0625	97266.01563
97344	97422.01563	97500.0625	97578.14063	97656.25	97734.39063	97812.5625	97890.76563
97969	98047.26563	98125.5625	98203.89063	98282.25	98360.64063	98439.0625	98517.51563
98596	98674.51563	98753.0625	98831.64063	98910.25	98988.89063	99067.5625	99146.26563
99225	99303.76563	99382.5625	99461.39063	99540.25	99619.14063	99698.0625	99777.01563
99856	99935.01563	100014.0625	100093.1406	100172.25	100251.3906	100330.5625	100409.7656
100489	100568.2656	100647.5625	100726.8906	100806.25	100885.6406	100965.0625	101044.5156
101124	101203.5156	101283.0625	101362.6406	101442.25	101521.8906	101601.5625	101681.2656
101761	101840.7656	101920.5625	102000.3906	102080.25	102160.1406	102240.0625	102320.0156
102400	102480.0156	102560.0625	102640.1406	102720.25	102800.3906	102880.5625	102960.7656
103041	103121.2656	103201.5625	103281.8906	103362.25	103442.6406	103523.0625	103603.5156
103684	103764.5156	103845.0625	103925.6406	104006.25	104086.8906	104167.5625	104248.2656
